Course code,Teacher Id,Hours
I-1393,19781217-0053,132.0
I-1393,19931212-0079,109.0
I-1394,19590129-0004,241.0
I-1394,19790618-0048,107.0
I-1394,19910327-0096,147.0
I-1395,19690513-0015,242.0
I-1395,19750722-0060,152.0
I-1395,19901011-0119,155.0
I-1396,19640414-0013,252.0
I-1396,19750122-0056,91.0
I-1397,19650303-0019,265.0
I-1397,19750417-0051,128.0
I-1398,19680712-0028,245.0
I-1398,19750722-0060,117.0
I-1399,19610623-0005,223.0
I-1399,19760524-0046,89.0
I-1400,19630126-0001,233.0
I-1400,19780602-0035,114.0
I-1401,19561222-0030,260.0
I-1401,19780317-0052,130.0
I-1402,19570828-0008,263.0
I-1402,19760108-0050,112.0
I-1403,19680712-0028,279.0
I-1403,19750331-0036,92.0
I-1404,19610620-0006,270.0
I-1404,19780815-0047,130.0
I-1405,19640414-0013,259.0
I-1405,19790618-0048,139.0
I-1406,19560812-0016,257.0
I-1406,19750705-0033,129.0
I-1407,19611219-0014,257.0
I-1407,19781130-0054,120.0
I-1407,19931226-0118,97.0
I-1408,19620424-0026,260.0
I-1408,19760108-0050,129.0
I-1409,19620424-0026,254.0
I-1409,19750906-0032,153.0
I-1410,19610620-0006,241.0
I-1410,19761009-0055,132.0
I-1411,19561222-0030,266.0
I-1411,19770713-0042,116.0
I-1412,19640220-0029,266.0
I-1412,19771013-0040,134.0
I-1412,19901219-0125,124.0
I-1413,19610620-0006,222.0
I-1413,19750512-0043,99.0
I-1414,19570615-0011,225.0
I-1414,19750122-0056,102.0
I-1415,19690513-0015,255.0
I-1415,19790618-0048,110.0
I-1415,19900317-0083,106.0
I-1416,19600905-0003,242.0
I-1416,19751018-0039,118.0
I-1416,19920917-0109,103.0
I-1417,19570828-0008,248.0
I-1417,19750417-0051,118.0
I-1417,19901219-0125,118.0
I-1418,19600814-0002,247.0
I-1418,19750331-0036,107.0
I-1418,19931226-0118,141.0
I-1419,19620831-0024,298.0
I-1419,19760108-0050,101.0
I-1419,19930326-0132,80.0
I-1420,19611219-0014,284.0
I-1420,19781125-0031,130.0
I-1421,19680712-0028,221.0
I-1421,19770224-0058,80.0
I-1421,19921218-0101,114.0
I-1422,19570615-0011,283.0
I-1422,19750906-0032,82.0
I-1423,19601021-0018,252.0
I-1423,19761024-0034,82.0
I-1424,19590129-0004,300.0
I-1424,19790702-0038,133.0
I-1424,19910822-0122,121.0
I-1425,19570615-0011,254.0
I-1425,19750705-0033,146.0
I-1426,19600905-0003,259.0
I-1426,19761009-0055,133.0
I-1426,19900317-0083,103.0
I-1427,19620424-0026,256.0
I-1427,19751018-0039,147.0
I-1428,19600814-0002,285.0
I-1428,19761020-0044,111.0
I-1428,19921208-0097,104.0
I-1429,19570828-0008,261.0
I-1429,19750122-0056,134.0
I-1429,19900430-0112,90.0
I-1430,19600905-0003,245.0
I-1430,19770713-0042,111.0
I-1431,19620831-0024,266.0
I-1431,19760524-0046,157.0
I-1432,19560812-0016,293.0
I-1432,19750220-0037,90.0
I-1432,19921201-0094,150.0
I-1433,19640220-0029,254.0
I-1433,19761024-0034,107.0
I-1434,19610623-0005,270.0
I-1434,19750122-0056,86.0
I-1435,19601021-0018,266.0
I-1435,19761024-0034,121.0
I-1436,19690513-0015,287.0
I-1436,19790426-0049,106.0
I-1436,19921208-0097,123.0
I-1437,19650303-0019,281.0
I-1437,19790426-0049,108.0
I-1437,19911116-0069,104.0
I-1438,19600905-0003,259.0
I-1438,19781130-0054,157.0
I-1438,19910820-0078,93.0
I-1439,19600814-0002,261.0
I-1439,19750722-0060,128.0
I-1440,19690917-0022,257.0
I-1440,19750705-0033,129.0
I-1440,19920828-0070,134.0
I-1441,19600814-0002,254.0
I-1441,19750122-0056,110.0
I-1441,19930508-0061,94.0
I-1442,19600814-0002,252.0
I-1442,19750102-0059,159.0
I-1443,19610623-0005,237.0
I-1443,19751018-0039,110.0
I-1443,19930919-0137,104.0
I-1444,19570828-0008,263.0
I-1444,19780815-0047,92.0
I-1444,19920917-0109,126.0
I-1445,19570828-0008,243.0
I-1445,19750417-0051,133.0
I-1445,19910101-0133,130.0
I-1446,19680712-0028,284.0
I-1446,19780424-0057,125.0
I-1447,19570615-0011,274.0
I-1447,19781217-0053,99.0
I-1448,19620831-0024,270.0
I-1448,19750122-0056,104.0
I-1449,19640414-0013,260.0
I-1449,19780602-0035,99.0
I-1450,19650303-0019,257.0
I-1450,19751018-0039,123.0
I-1451,19560612-0010,220.0
I-1451,19781130-0054,101.0
I-1451,19900119-0104,100.0
I-1452,19561222-0030,238.0
I-1452,19780317-0052,125.0
I-1453,19560812-0016,261.0
I-1453,19761024-0034,126.0
I-1454,19610620-0006,273.0
I-1454,19781217-0053,147.0
I-1455,19611219-0014,300.0
I-1455,19790702-0038,112.0
I-1455,19920122-0065,99.0
I-1456,19680712-0028,283.0
I-1456,19761009-0055,115.0
I-1457,19650303-0019,273.0
I-1457,19750331-0036,112.0
I-1457,19900201-0074,100.0
I-1458,19620522-0023,297.0
I-1458,19771013-0040,128.0
I-1459,19570615-0011,250.0
I-1459,19750331-0036,156.0
I-1459,19900619-0076,104.0
I-1460,19620522-0023,269.0
I-1460,19781130-0054,128.0
I-1461,19690513-0015,240.0
I-1461,19751018-0039,137.0
I-1462,19620522-0023,247.0
I-1462,19750331-0036,134.0
I-1462,19930414-0106,116.0
I-1463,19690513-0015,255.0
I-1463,19750220-0037,122.0
I-1463,19920206-0072,135.0
I-1464,19600529-0021,257.0
I-1464,19750220-0037,110.0
I-1464,19930709-0100,139.0
I-1465,19611219-0014,244.0
I-1465,19780602-0035,117.0
I-1466,19611219-0014,265.0
I-1466,19790426-0049,101.0
I-1467,19560705-0025,238.0
I-1467,19761020-0044,136.0
I-1467,19930512-0117,103.0
I-1468,19560612-0010,249.0
I-1468,19750220-0037,95.0
I-1469,19620424-0026,266.0
I-1469,19760108-0050,110.0
I-1469,19900616-0124,123.0
I-1470,19600529-0021,243.0
I-1470,19750906-0032,96.0
I-1470,19900119-0104,134.0
I-1471,19610620-0006,272.0
I-1471,19750512-0043,119.0
I-1471,19900909-0123,157.0
I-1472,19610918-0027,245.0
I-1472,19781217-0053,109.0
I-1473,19560612-0010,250.0
I-1473,19770713-0042,138.0
I-1474,19580515-0017,245.0
I-1474,19780602-0035,122.0
I-1475,19690513-0015,244.0
I-1475,19780317-0052,138.0
I-1476,19600529-0021,242.0
I-1476,19750331-0036,80.0
I-1476,19910122-0077,134.0
I-1477,19611219-0014,268.0
I-1477,19770713-0042,133.0
I-1478,19570826-0012,239.0
I-1478,19751018-0039,118.0
I-1478,19911116-0069,136.0
I-1479,19611219-0014,251.0
I-1479,19790426-0049,136.0
I-1479,19920917-0109,127.0
I-1480,19560812-0016,255.0
I-1480,19750122-0056,107.0
I-1480,19900128-0095,118.0
I-1481,19580218-0007,278.0
I-1481,19750705-0033,112.0
I-1482,19590129-0004,243.0
I-1482,19761020-0044,142.0
I-1482,19910327-0096,138.0
I-1483,19610620-0006,283.0
I-1483,19750122-0056,158.0
I-1483,19910421-0067,100.0
I-1484,19600814-0002,232.0
I-1484,19771013-0040,133.0
I-1484,19900616-0124,94.0
I-1485,19600905-0003,257.0
I-1485,19780317-0052,91.0
I-1485,19900211-0140,83.0
I-1486,19611219-0014,241.0
I-1486,19780602-0035,102.0
I-1487,19620522-0023,231.0
I-1487,19761024-0034,105.0
I-1488,19610623-0005,249.0
I-1488,19790426-0049,151.0
I-1488,19921002-0129,90.0
I-1489,19561222-0030,283.0
I-1489,19750512-0043,107.0
I-1489,19900307-0105,145.0
I-1490,19601021-0018,294.0
I-1490,19761009-0055,119.0
I-1490,19901108-0087,123.0
I-1491,19660630-0020,247.0
I-1491,19750102-0059,133.0
I-1491,19900307-0105,140.0
I-1492,19560612-0010,238.0
I-1492,19790708-0041,134.0
I-1492,19930829-0082,124.0
I-1493,19570615-0011,222.0
I-1493,19770713-0042,125.0
I-1493,19930414-0106,130.0
I-1494,19600529-0021,242.0
I-1494,19781217-0053,144.0
I-1494,19900124-0064,139.0
I-1495,19610623-0005,273.0
I-1495,19770713-0042,120.0
I-1496,19660630-0020,242.0
I-1496,19760108-0050,135.0
I-1496,19921208-0097,110.0
I-1497,19570615-0011,255.0
I-1497,19760524-0046,95.0
I-1497,19900119-0104,144.0
I-1498,19610623-0005,234.0
I-1498,19750417-0051,137.0
I-1499,19620522-0023,261.0
I-1499,19790618-0048,124.0
I-1500,19610918-0027,249.0
I-1500,19780602-0035,160.0
I-1500,19920206-0072,84.0
I-1501,19570826-0012,229.0
I-1501,19770224-0058,83.0
I-1502,19690408-0009,234.0
I-1502,19760524-0046,127.0
I-1502,19900520-0063,139.0
I-1503,19561222-0030,222.0
I-1503,19750122-0056,141.0
I-1504,19610623-0005,220.0
I-1504,19770224-0058,114.0
I-1505,19580218-0007,226.0
I-1505,19750220-0037,108.0
I-1506,19570828-0008,252.0
I-1506,19760108-0050,128.0
I-1506,19920320-0121,105.0
I-1507,19660630-0020,241.0
I-1507,19750220-0037,96.0
I-1508,19630126-0001,293.0
I-1508,19750417-0051,138.0
I-1509,19680712-0028,270.0
I-1509,19770713-0042,85.0
I-1510,19560612-0010,242.0
I-1510,19761009-0055,100.0
I-1511,19560705-0025,266.0
I-1511,19790717-0045,99.0
I-1511,19911025-0091,135.0
I-1512,19561222-0030,290.0
I-1512,19750906-0032,153.0
I-1512,19900520-0063,92.0
I-1513,19600905-0003,272.0
I-1513,19780815-0047,89.0
I-1514,19690917-0022,257.0
I-1514,19750906-0032,132.0
I-1514,19920320-0121,116.0
I-1515,19600529-0021,264.0
I-1515,19750220-0037,128.0
I-1516,19600814-0002,252.0
I-1516,19750331-0036,125.0
I-1517,19620522-0023,244.0
I-1517,19750512-0043,151.0
I-1518,19600905-0003,287.0
I-1518,19760524-0046,154.0
I-1519,19580218-0007,230.0
I-1519,19750220-0037,84.0
I-1519,19900128-0095,121.0
I-1520,19600529-0021,254.0
I-1520,19750122-0056,130.0
I-1521,19580218-0007,222.0
I-1521,19750417-0051,111.0
I-1522,19570826-0012,229.0
I-1522,19790708-0041,103.0
I-1522,19910122-0077,139.0
I-1523,19560705-0025,234.0
I-1523,19770713-0042,139.0
I-1523,19920217-0098,135.0
I-1524,19610918-0027,250.0
I-1524,19781217-0053,140.0
I-1524,19901108-0087,128.0
I-1525,19640220-0029,270.0
I-1525,19760524-0046,124.0
I-1525,19900124-0064,116.0
I-1526,19570828-0008,227.0
I-1526,19750220-0037,137.0
I-1526,19910327-0096,98.0
I-1527,19610623-0005,274.0
I-1527,19750220-0037,148.0
I-1527,19910214-0084,133.0
I-1528,19601021-0018,261.0
I-1528,19750906-0032,97.0
I-1528,19920122-0065,126.0
I-1529,19570826-0012,253.0
I-1529,19750906-0032,148.0
I-1530,19560612-0010,263.0
I-1530,19790426-0049,126.0
I-1531,19561222-0030,275.0
I-1531,19781217-0053,90.0
I-1532,19610620-0006,273.0
I-1532,19750122-0056,90.0
I-1533,19601021-0018,262.0
I-1533,19790426-0049,116.0
I-1533,19900201-0074,128.0
I-1534,19620522-0023,261.0
I-1534,19750512-0043,108.0
I-1535,19690408-0009,259.0
I-1535,19790708-0041,155.0
I-1535,19920505-0115,115.0
I-1536,19680712-0028,269.0
I-1536,19750417-0051,135.0
I-1536,19920226-0075,148.0
I-1537,19590129-0004,282.0
I-1537,19781217-0053,126.0
I-1537,19910421-0067,90.0
I-1538,19610620-0006,257.0
I-1538,19750512-0043,111.0
I-1538,19901029-0071,120.0
I-1539,19650303-0019,235.0
I-1539,19750220-0037,81.0
I-1540,19580515-0017,293.0
I-1540,19761020-0044,140.0
I-1540,19901108-0087,120.0
I-1541,19580515-0017,298.0
I-1541,19750722-0060,80.0
I-1541,19900902-0114,151.0
I-1542,19690513-0015,247.0
I-1542,19750331-0036,112.0
I-1543,19640414-0013,221.0
I-1543,19750102-0059,113.0
I-1543,19910820-0078,114.0
I-1544,19690513-0015,252.0
I-1544,19760524-0046,130.0
I-1545,19590129-0004,230.0
I-1545,19790426-0049,128.0
I-1545,19930326-0132,80.0
I-1546,19620522-0023,282.0
I-1546,19760108-0050,114.0
I-1547,19650303-0019,287.0
I-1547,19761020-0044,110.0
I-1547,19930906-0110,84.0
I-1548,19610620-0006,252.0
I-1548,19750122-0056,117.0
I-1548,19900902-0090,119.0
I-1549,19680712-0028,253.0
I-1549,19781125-0031,110.0
I-1550,19580218-0007,278.0
I-1550,19760108-0050,139.0
I-1550,19920828-0070,121.0
I-1551,19560705-0025,270.0
I-1551,19750122-0056,83.0
I-1552,19610623-0005,267.0
I-1552,19781130-0054,87.0
I-1552,19900909-0123,92.0
I-1553,19560705-0025,286.0
I-1553,19780602-0035,131.0
I-1554,19650303-0019,298.0
I-1554,19760524-0046,134.0
I-1555,19560705-0025,278.0
I-1555,19790708-0041,87.0
I-1555,19910921-0136,156.0
I-1556,19610918-0027,235.0
I-1556,19780317-0052,82.0
I-1556,19930512-0117,120.0
I-1557,19600814-0002,252.0
I-1557,19760524-0046,135.0
I-1558,19650303-0019,243.0
I-1558,19761020-0044,134.0
I-1559,19560812-0016,261.0
I-1559,19790618-0048,129.0
I-1560,19680712-0028,256.0
I-1560,19750122-0056,115.0
I-1560,19930906-0110,143.0
I-1561,19620831-0024,243.0
I-1561,19780424-0057,109.0
I-1561,19920122-0065,131.0
I-1562,19690513-0015,268.0
I-1562,19761009-0055,109.0
I-1563,19620831-0024,249.0
I-1563,19750417-0051,129.0
I-1563,19910927-0128,126.0
I-1564,19611219-0014,251.0
I-1564,19790702-0038,136.0
I-1565,19630126-0001,276.0
I-1565,19780815-0047,113.0
I-1566,19570615-0011,221.0
I-1566,19760108-0050,130.0
I-1567,19560812-0016,263.0
I-1567,19790426-0049,151.0
I-1567,19930512-0117,89.0
I-1568,19680712-0028,260.0
I-1568,19761024-0034,95.0
I-1568,19900430-0112,126.0
I-1569,19600529-0021,249.0
I-1569,19790717-0045,99.0
I-1569,19930221-0139,136.0
I-1570,19630126-0001,285.0
I-1570,19750331-0036,148.0
I-1570,19900902-0090,106.0
I-1571,19600529-0021,240.0
I-1571,19781125-0031,106.0
I-1572,19610918-0027,263.0
I-1572,19761020-0044,98.0
I-1573,19580515-0017,277.0
I-1573,19770713-0042,115.0
I-1574,19610620-0006,248.0
I-1574,19750331-0036,120.0
I-1574,19930326-0132,101.0
I-1575,19660630-0020,292.0
I-1575,19750906-0032,137.0
I-1575,19901029-0071,133.0
I-1576,19610620-0006,225.0
I-1576,19781125-0031,107.0
I-1576,19930326-0132,115.0
I-1577,19570828-0008,295.0
I-1577,19790426-0049,114.0
I-1578,19600529-0021,256.0
I-1578,19761009-0055,141.0
I-1579,19560812-0016,278.0
I-1579,19781130-0054,119.0
I-1580,19630126-0001,269.0
I-1580,19771013-0040,109.0
I-1581,19620522-0023,242.0
I-1581,19780815-0047,93.0
I-1581,19901002-0085,97.0
I-1582,19580515-0017,300.0
I-1582,19750122-0056,96.0
I-1582,19900201-0074,154.0
I-1583,19580218-0007,273.0
I-1583,19790708-0041,133.0
I-1583,19900119-0104,98.0
I-1584,19690917-0022,258.0
I-1584,19790708-0041,85.0
I-1585,19590129-0004,272.0
I-1585,19770224-0058,108.0
I-1585,19901108-0087,126.0
I-1586,19690513-0015,289.0
I-1586,19761024-0034,139.0
I-1586,19921208-0097,103.0
I-1587,19601021-0018,255.0
I-1587,19781217-0053,96.0
I-1588,19570826-0012,256.0
I-1588,19761024-0034,154.0
I-1589,19570615-0011,246.0
I-1589,19771013-0040,151.0
I-1590,19690408-0009,222.0
I-1590,19750906-0032,111.0
I-1591,19570826-0012,265.0
I-1591,19750906-0032,109.0
I-1591,19920828-0070,127.0
I-1592,19630126-0001,253.0
I-1592,19750102-0059,104.0
I-1593,19630126-0001,230.0
I-1593,19751018-0039,112.0
I-1593,19920602-0073,144.0
I-1594,19570828-0008,234.0
I-1594,19761020-0044,87.0
I-1595,19680712-0028,262.0
I-1595,19790717-0045,118.0
I-1595,19921123-0108,146.0
I-1596,19650303-0019,286.0
I-1596,19751018-0039,147.0
I-1597,19620424-0026,238.0
I-1597,19750512-0043,115.0
I-1597,19901108-0087,150.0
I-1598,19690917-0022,277.0
I-1598,19750331-0036,122.0
I-1599,19610623-0005,245.0
I-1599,19750705-0033,83.0
I-1599,19911025-0091,154.0
I-1600,19580515-0017,279.0
I-1600,19780815-0047,154.0
I-1600,19911025-0091,121.0
I-1601,19560612-0010,264.0
I-1601,19780424-0057,114.0
I-1601,19930221-0139,100.0
I-1602,19630126-0001,286.0
I-1602,19781217-0053,122.0
I-1603,19600905-0003,268.0
I-1603,19781217-0053,128.0
I-1603,19920602-0073,93.0
I-1604,19660630-0020,248.0
I-1604,19790717-0045,82.0
I-1604,19931231-0099,98.0
I-1605,19560812-0016,271.0
I-1605,19780815-0047,95.0
I-1605,19920504-0093,133.0
I-1606,19611219-0014,229.0
I-1606,19790702-0038,113.0
I-1607,19601021-0018,276.0
I-1607,19781217-0053,158.0
I-1608,19600529-0021,267.0
I-1608,19780317-0052,84.0
I-1609,19561222-0030,252.0
I-1609,19751018-0039,160.0
I-1609,19921123-0108,106.0
I-1610,19601021-0018,277.0
I-1610,19790702-0038,109.0
I-1611,19570615-0011,246.0
I-1611,19750906-0032,120.0
I-1611,19930326-0132,149.0
I-1612,19690917-0022,270.0
I-1612,19760108-0050,100.0
I-1612,19920828-0070,146.0
I-1613,19570615-0011,299.0
I-1613,19771013-0040,89.0
I-1613,19901026-0111,109.0
I-1614,19690408-0009,268.0
I-1614,19790426-0049,151.0
I-1615,19600814-0002,226.0
I-1615,19750705-0033,129.0
I-1615,19930508-0061,100.0
I-1616,19570826-0012,259.0
I-1616,19750512-0043,106.0
I-1617,19690917-0022,261.0
I-1617,19760524-0046,131.0
I-1617,19900701-0113,140.0
I-1618,19570826-0012,286.0
I-1618,19780602-0035,84.0
I-1618,19900128-0095,128.0
I-1619,19561222-0030,257.0
I-1619,19780317-0052,107.0
I-1620,19570828-0008,262.0
I-1620,19761009-0055,83.0
I-1620,19910820-0078,149.0
I-1621,19610620-0006,281.0
I-1621,19780815-0047,81.0
I-1622,19690408-0009,248.0
I-1622,19751018-0039,128.0
I-1623,19660630-0020,285.0
I-1623,19770713-0042,104.0
I-1624,19570828-0008,294.0
I-1624,19771013-0040,107.0
I-1625,19590129-0004,225.0
I-1625,19780602-0035,148.0
I-1626,19640220-0029,248.0
I-1626,19780317-0052,139.0
I-1626,19921218-0101,133.0
I-1627,19611219-0014,295.0
I-1627,19760524-0046,139.0
I-1627,19900801-0130,103.0
I-1628,19560612-0010,284.0
I-1628,19790618-0048,93.0
I-1628,19930829-0082,151.0
I-1629,19570828-0008,242.0
I-1629,19781217-0053,147.0
I-1629,19900902-0090,143.0
I-1630,19600814-0002,259.0
I-1630,19750705-0033,94.0
I-1631,19580515-0017,241.0
I-1631,19750722-0060,157.0
I-1631,19900119-0104,93.0
I-1632,19690917-0022,228.0
I-1632,19781217-0053,120.0
I-1632,19910403-0103,94.0
I-1633,19580515-0017,264.0
I-1633,19781217-0053,108.0
I-1633,19910206-0081,85.0
I-1634,19610623-0005,251.0
I-1634,19781125-0031,103.0
I-1635,19600814-0002,226.0
I-1635,19750331-0036,116.0
I-1635,19901108-0087,83.0
I-1636,19590129-0004,245.0
I-1636,19761024-0034,151.0
I-1637,19590129-0004,273.0
I-1637,19780602-0035,128.0
I-1638,19580218-0007,253.0
I-1638,19780317-0052,133.0
I-1638,19921002-0129,143.0
I-1639,19560705-0025,246.0
I-1639,19790702-0038,104.0
I-1639,19900211-0140,133.0
I-1640,19630126-0001,242.0
I-1640,19750906-0032,82.0
I-1640,19920226-0075,129.0
I-1641,19580515-0017,281.0
I-1641,19780815-0047,103.0
I-1641,19910820-0078,114.0
I-1642,19560812-0016,263.0
I-1642,19750417-0051,116.0
I-1642,19921201-0094,159.0
I-1643,19570828-0008,232.0
I-1643,19760524-0046,142.0
I-1643,19910817-0092,81.0
I-1644,19620831-0024,246.0
I-1644,19770713-0042,145.0
I-1644,19900124-0064,105.0
I-1645,19580515-0017,284.0
I-1645,19790708-0041,107.0
I-1646,19561222-0030,246.0
I-1646,19780424-0057,130.0
I-1647,19580218-0007,280.0
I-1647,19751018-0039,137.0
I-1647,19910403-0103,138.0
I-1648,19630126-0001,252.0
I-1648,19780815-0047,104.0
I-1649,19660630-0020,255.0
I-1649,19761009-0055,122.0
I-1649,19900616-0124,122.0
I-1650,19620522-0023,266.0
I-1650,19751018-0039,124.0
I-1651,19560705-0025,240.0
I-1651,19750122-0056,152.0
I-1651,19900128-0095,99.0
I-1652,19570615-0011,280.0
I-1652,19790702-0038,106.0
I-1652,19921201-0094,132.0
I-1653,19610623-0005,274.0
I-1653,19750906-0032,127.0
I-1654,19560812-0016,272.0
I-1654,19750705-0033,93.0
I-1655,19610918-0027,225.0
I-1655,19760524-0046,102.0
I-1655,19920602-0073,101.0
I-1656,19570826-0012,276.0
I-1656,19780815-0047,110.0
I-1656,19921123-0108,112.0
I-1657,19560705-0025,251.0
I-1657,19750102-0059,94.0
I-1658,19600814-0002,280.0
I-1658,19780602-0035,113.0
I-1659,19560705-0025,272.0
I-1659,19780317-0052,128.0
I-1659,19910403-0103,142.0
I-1660,19600905-0003,224.0
I-1660,19781130-0054,121.0
I-1660,19931118-0062,115.0
I-1661,19680712-0028,247.0
I-1661,19750512-0043,129.0
I-1661,19930512-0117,92.0
I-1662,19601021-0018,272.0
I-1662,19750220-0037,134.0
I-1662,19930709-0100,144.0
I-1663,19580515-0017,264.0
I-1663,19761024-0034,143.0
I-1663,19920122-0065,119.0
I-1664,19640414-0013,260.0
I-1664,19780317-0052,113.0
I-1665,19570826-0012,283.0
I-1665,19761024-0034,137.0
I-1666,19600529-0021,243.0
I-1666,19780815-0047,123.0
I-1666,19930616-0127,107.0
I-1667,19660630-0020,235.0
I-1667,19760108-0050,127.0
I-1667,19921201-0094,117.0
I-1668,19620424-0026,229.0
I-1668,19780317-0052,137.0
I-1668,19900211-0140,94.0
I-1669,19620424-0026,247.0
I-1669,19770713-0042,158.0
I-1669,19930302-0135,118.0
I-1670,19620831-0024,298.0
I-1670,19760108-0050,114.0
I-1671,19560612-0010,300.0
I-1671,19750722-0060,130.0
I-1671,19900902-0090,109.0
I-1672,19620831-0024,281.0
I-1672,19751018-0039,104.0
I-1672,19900701-0113,109.0
I-1673,19640414-0013,236.0
I-1673,19780317-0052,106.0
I-1673,19920505-0115,113.0
I-1674,19650303-0019,259.0
I-1674,19771013-0040,119.0
I-1675,19680712-0028,275.0
I-1675,19780815-0047,99.0
I-1675,19920826-0088,85.0
I-1676,19690513-0015,243.0
I-1676,19750705-0033,146.0
I-1676,19931226-0118,115.0
I-1677,19561222-0030,266.0
I-1677,19751018-0039,107.0
I-1678,19600529-0021,273.0
I-1678,19761020-0044,143.0
I-1678,19901029-0071,136.0
I-1679,19570828-0008,230.0
I-1679,19770224-0058,101.0
I-1680,19610918-0027,296.0
I-1680,19781217-0053,144.0
I-1681,19640414-0013,267.0
I-1681,19750705-0033,87.0
I-1682,19640220-0029,250.0
I-1682,19750705-0033,93.0
I-1682,19930414-0106,135.0
I-1683,19660630-0020,278.0
I-1683,19750102-0059,158.0
I-1684,19590129-0004,233.0
I-1684,19790426-0049,101.0
I-1685,19600814-0002,225.0
I-1685,19781217-0053,112.0
I-1685,19901011-0119,108.0
I-1686,19561222-0030,282.0
I-1686,19781125-0031,134.0
I-1687,19610918-0027,237.0
